Num_Items_Ordered,Warehouse_Distance_m,Num_Workers_Available,Order_Weight_kg,Hour_of_Day,Num_Pending_Orders,Packing_Complexity_Score,Equipment_Downtime_min,Order_Processing_Time_min
1.673458979665917,0.13612103378958376,0.8955449222751982,-0.917156220248287,1.4830066616756474,0.5916708464179239,1.5258598272046484,-0.5982352733495614,97.15
-1.0895442889074187,1.5377748743182431,-1.2667365802001291,-0.6394932282973014,0.747898769499754,-1.3250388103723818,-1.233380366655475,-0.6655645291840916,52.23
1.5317665043544637,-0.4862933938275344,-1.2667365802001291,-0.8724389593722857,0.8949203479349327,-0.10531448332400546,-1.233380366655475,-0.8892345994140564,74.32
1.3900740290430107,0.8347494729516549,-1.2667365802001291,-1.068293629100509,1.6300282401108261,0.6962186458792132,0.14623973027458667,-1.0204695896000051,100.02
0.3273804642071123,0.8384136081220854,-0.7261662045812973,0.5647530064564122,-1.604446485463105,1.044711310750178,1.5258598272046484,-0.9497168122823633,105.76
-0.4519281500058798,0.8745664084703326,0.7153547970689209,0.15848455880777873,1.4830066616756474,0.38257524749534505,0.14623973027458667,-0.012813099737459432,63.87
-1.3020830018745986,-1.0273640206610966,1.4361152978940301,-1.2856403156838647,-0.7223170148520329,1.2189576431856601,-1.233380366655475,0.8122555776924619,58.26
-0.7353131006287861,1.092948864627987,1.6163054231003073,-1.141435815494589,0.012790877323860509,0.6613693793921168,1.5258598272046484,-0.6929527010489852,65.36
-0.3102356746944267,-1.5090756577336855,-0.36578595416874277,0.8715342147917708,-1.604446485463105,1.0098620442630815,-1.233380366655475,0.5817384644962738,69.94
-0.7353131006287861,0.11413622276700097,-1.6271168306126838,-0.7805779195882517,-0.5752954364168542,1.2538069096727567,-1.5782853908879904,0.644503025019988,68.89
1.177535316075831,1.3796063727946617,-0.9063563297875746,0.8635613698293828,-0.8693385932872116,-1.2901895438852853,-1.5782853908879904,1.6669947746426845,79.29
0.9649966031086513,-1.001592936629069,-0.9063563297875746,-1.3338240308913392,-0.7223170148520329,-0.4189578817078736,-1.5782853908879904,-0.6758350936334266,63.94
-0.8061593382845126,0.30320559756121207,-0.54597607937502,0.4749718392712619,-1.604446485463105,0.06893184911147686,-1.233380366655475,1.3155132357098829,71.33
-0.8061593382845126,1.4312706786977312,1.6163054231003073,1.5204544656435126,0.45385561262939655,-1.3250388103723818,0.14623973027458667,1.3223602786761062,52.37
-1.7271604278089578,-1.2342655199514023,0.8955449222751982,1.5679448899846926,-0.7223170148520329,-1.04624467847561,0.8360497787396175,-0.6644233553563877,35.21
1.4609202666987373,0.7578026343726157,1.2559251726877527,-0.7441801491077854,0.3068340341942179,-0.9416968790143206,0.8360497787396175,0.5999972457395362,78.43
